,Date,Vehicle Category,GVWR Class,Fuel Type,Model Year,Fuel Technology,Electric Mile Range,Number of Vehicles Registered at the Same Address,Region,Vehicle Population
27932,2023,BS,,3.0,2016.0,ICE,,1,Statewide,8
27933,2023,BS,,3.0,2008.0,ICE,,3,Statewide,8
27934,2023,B,,3.0,2007.0,ICE,,1,Statewide,8
27935,2023,B,,3.0,2007.0,ICE,,2,Statewide,8
27936,2023,B,,3.0,2003.0,ICE,,≥4,Statewide,8
27937,2023,T6,6,0.0,2021.0,ICE,,2,Statewide,8
27938,2023,T6,6,0.0,2011.0,ICE,,2,Statewide,8
27939,2023,T6,7,0.0,2007.0,ICE,,1,Statewide,8
27940,2023,T6,6,0.0,2004.0,ICE,,2,Statewide,8
27941,2023,T6,7,0.0,2002.0,ICE,,2,Statewide,8
27942,2023,T6,Unknown,0.0,1999.0,ICE,,≥4,Statewide,8
27943,2023,T6,6,0.0,1999.0,ICE,,2,Statewide,8
27944,2023,T6,7,0.0,1996.0,ICE,,1,Statewide,8
27945,2023,T6,5,0.0,1995.0,ICE,,≥4,Statewide,8
27946,2023,T6,7,0.0,1995.0,ICE,,1,Statewide,8
27947,2023,T6,7,0.0,1995.0,ICE,,3,Statewide,8
27948,2023,T6,6,0.0,1994.0,ICE,,1,Statewide,8
27949,2023,T6,7,0.0,1994.0,ICE,,3,Statewide,8
27950,2023,T6,Unknown,0.0,1993.0,ICE,,≥4,Statewide,8
27951,2023,T6,6,0.0,1993.0,ICE,,3,Statewide,8
27952,2023,T6,4,0.0,1991.0,ICE,,≥4,Statewide,8
27953,2023,T6,6,0.0,1989.0,ICE,,3,Statewide,8
27954,2023,T6,6,0.0,1986.0,ICE,,1,Statewide,8
27955,2023,T6,Unknown,0.0,1984.0,ICE,,1,Statewide,8
27956,2023,T6,7,0.0,1984.0,ICE,,1,Statewide,8
27957,2023,T6,Unknown,0.0,1981.0,ICE,,1,Statewide,8
27958,2023,T6,5,0.0,1980.0,ICE,,1,Statewide,8
27959,2023,T5,3,0.0,1988.0,ICE,,2,Statewide,8
27960,2023,T5,3,0.0,1982.0,ICE,,≥4,Statewide,8
27961,2023,T4,Unknown,0.0,1999.0,ICE,,2,Statewide,8
27962,2023,T4,Unknown,0.0,1994.0,ICE,,1,Statewide,8
27963,2023,T4,Unknown,0.0,1988.0,ICE,,1,Statewide,8
27964,2023,T4,Unknown,0.0,1987.0,ICE,,3,Statewide,8
27965,2023,T3,Unknown,0.0,2017.0,ICE,,≥4,Statewide,8
27966,2023,T3,Unknown,0.0,2008.0,ICE,,≥4,Statewide,8
27967,2023,T2,Unknown,0.0,2019.0,ICE,,3,Statewide,8
27968,2023,MH,,0.0,,ICE,,1,Statewide,8
27969,2023,BT,,0.0,2023.0,ICE,,2,Statewide,8
27970,2023,BT,,0.0,2021.0,ICE,,2,Statewide,8
27971,2023,BT,,0.0,2011.0,ICE,,2,Statewide,8
27972,2023,BS,,0.0,2023.0,ICE,,1,Statewide,8
27973,2023,BS,,0.0,2020.0,ICE,,2,Statewide,8
27974,2023,BS,,0.0,2010.0,ICE,,1,Statewide,8
27975,2023,BS,,0.0,2008.0,ICE,,1,Statewide,8
27976,2023,BS,,0.0,2007.0,ICE,,1,Statewide,8
27977,2023,BS,,0.0,1992.0,ICE,,1,Statewide,8
27978,2023,B,,0.0,2000.0,ICE,,3,Statewide,8
27979,2023,B,,0.0,1996.0,ICE,,1,Statewide,8
27980,2023,B,,0.0,1996.0,ICE,,3,Statewide,8
27981,2023,B,,0.0,1995.0,ICE,,2,Statewide,8
27982,2023,B,,0.0,1984.0,ICE,,3,Statewide,8
27983,2023,T6,Unknown,2.0,,BEV,Unknown,1,Statewide,8
27984,2023,T6,Unknown,2.0,2023.0,BEV,Unknown,2,Statewide,8
27985,2023,T6,Unknown,2.0,2014.0,BEV,Unknown,1,Statewide,8
27986,2023,T6,Unknown,2.0,2013.0,BEV,Unknown,2,Statewide,8
27987,2023,T6,Unknown,2.0,1982.0,BEV,Unknown,≥4,Statewide,8
27988,2023,T3,Unknown,2.0,2023.0,BEV,Unknown,≥4,Statewide,8
27989,2023,T3,Unknown,2.0,1986.0,BEV,Unknown,≥4,Statewide,8
27990,2023,T3,Unknown,2.0,1979.0,BEV,Unknown,≥4,Statewide,8
27991,2023,T1,1,2.0,2005.0,BEV,Unknown,2,Statewide,8
27992,2023,P,,2.0,2013.0,BEV,Unknown,2,Statewide,8
27993,2023,P,,2.0,2009.0,BEV,Unknown,≥4,Statewide,8
27994,2023,P,,2.0,2006.0,BEV,Unknown,≥4,Statewide,8
27995,2023,MC,,2.0,2018.0,BEV,Unknown,2,Statewide,8
27996,2023,MC,,2.0,2012.0,BEV,Unknown,≥4,Statewide,8
27997,2023,BS,,2.0,2022.0,BEV,Unknown,≥4,Statewide,8
27998,2023,B,,2.0,2024.0,BEV,Unknown,≥4,Statewide,8
27999,2023,T7,8,1.0,,ICE,,3,Statewide,8
28000,2023,T6,Unknown,1.0,,ICE,,2,Statewide,8
28001,2023,T6,Unknown,1.0,2013.0,ICE,,1,Statewide,8
28002,2023,T6,5,1.0,1995.0,ICE,,3,Statewide,8
28003,2023,T6,Unknown,1.0,1991.0,ICE,,3,Statewide,8
28004,2023,T6,Unknown,1.0,1990.0,ICE,,1,Statewide,8
28005,2023,T6,6,1.0,1988.0,ICE,,3,Statewide,8
28006,2023,T6,7,1.0,1988.0,ICE,,2,Statewide,8
28007,2023,T6,Unknown,1.0,1985.0,ICE,,1,Statewide,8
28008,2023,T6,6,1.0,1984.0,ICE,,≥4,Statewide,8
28009,2023,T6,7,1.0,1984.0,ICE,,3,Statewide,8
28010,2023,T6,Unknown,1.0,1982.0,ICE,,1,Statewide,8
28011,2023,T6,7,1.0,1979.0,ICE,,2,Statewide,8
28012,2023,T5,3,1.0,1990.0,ICE,,2,Statewide,8
28013,2023,T4,Unknown,1.0,1999.0,ICE,,2,Statewide,8
28014,2023,T4,Unknown,1.0,1993.0,ICE,,1,Statewide,8
28015,2023,T4,Unknown,1.0,1991.0,ICE,,3,Statewide,8
28016,2023,T4,Unknown,1.0,1989.0,ICE,,3,Statewide,8
28017,2023,T3,2,1.0,1998.0,ICE,,2,Statewide,8
28018,2023,T3,Unknown,1.0,1992.0,ICE,,≥4,Statewide,8
28019,2023,T3,Unknown,1.0,1991.0,ICE,,≥4,Statewide,8
28020,2023,T3,Unknown,1.0,1989.0,ICE,,≥4,Statewide,8
28021,2023,T2,1,1.0,1988.0,ICE,,2,Statewide,8
28022,2023,T2,1,1.0,1980.0,ICE,,1,Statewide,8
28023,2023,T1,1,1.0,1991.0,ICE,,3,Statewide,8
28024,2023,T1,1,1.0,1986.0,ICE,,3,Statewide,8
28025,2023,P,,1.0,1999.0,ICE,,1,Statewide,8
28026,2023,MH,,1.0,1985.0,ICE,,3,Statewide,8
28027,2023,MH,,1.0,1983.0,ICE,,1,Statewide,8
28028,2023,MC,,1.0,2014.0,ICE,,≥4,Statewide,8
28029,2023,MC,,1.0,2012.0,ICE,,≥4,Statewide,8
28030,2023,MC,,1.0,2011.0,ICE,,≥4,Statewide,8
28031,2023,MC,,1.0,2010.0,ICE,,≥4,Statewide,8
28032,2023,BS,,1.0,2001.0,ICE,,2,Statewide,8
28033,2023,BS,,1.0,1993.0,ICE,,3,Statewide,8
28034,2023,B,,1.0,2002.0,ICE,,3,Statewide,8
28035,2023,B,,1.0,1999.0,ICE,,3,Statewide,8
28036,2023,B,,1.0,1998.0,ICE,,2,Statewide,8
28037,2023,B,,1.0,1998.0,ICE,,3,Statewide,8
28038,2022,MH,,,2021.0,ICE,,2,Statewide,8
28039,2022,MC,,,2020.0,ICE,,≥4,Statewide,8
28040,2022,T7,8,3.0,2020.0,ICE,,2,Statewide,8
28041,2022,T7,8,3.0,2017.0,ICE,,3,Statewide,8
28042,2022,T6,6,3.0,2011.0,ICE,,≥4,Statewide,8
28043,2022,T6,7,3.0,2006.0,ICE,,≥4,Statewide,8
28044,2022,T4,2,3.0,2016.0,ICE,,≥4,Statewide,8
28045,2022,T4,2,3.0,2009.0,ICE,,1,Statewide,8
28046,2022,T4,2,3.0,2008.0,ICE,,2,Statewide,8
28047,2022,T4,2,3.0,2004.0,ICE,,1,Statewide,8
28048,2022,T3,2,3.0,2021.0,ICE,,≥4,Statewide,8
28049,2022,T3,2,3.0,2017.0,ICE,,≥4,Statewide,8
28050,2022,T3,2,3.0,2002.0,ICE,,3,Statewide,8
28051,2022,T3,2,3.0,1999.0,ICE,,1,Statewide,8
28052,2022,BS,,3.0,2008.0,ICE,,2,Statewide,8
28053,2022,BS,,3.0,2002.0,ICE,,1,Statewide,8
28054,2022,BS,,3.0,2002.0,ICE,,2,Statewide,8
28055,2022,B,,3.0,2007.0,ICE,,1,Statewide,8
28056,2022,B,,3.0,2007.0,ICE,,2,Statewide,8
28057,2022,T1,1,4.0,2021.0,FCEV,>150 miles,2,Statewide,8
28058,2022,T1,1,4.0,2021.0,FCEV,>150 miles,3,Statewide,8
28059,2022,T7,8,0.0,1982.0,ICE,,1,Statewide,8
28060,2022,T6,Unknown,0.0,2020.0,ICE,,2,Statewide,8
28061,2022,T6,7,0.0,2010.0,ICE,,2,Statewide,8
28062,2022,T6,5,0.0,1999.0,ICE,,1,Statewide,8
28063,2022,T6,6,0.0,1999.0,ICE,,3,Statewide,8
28064,2022,T6,7,0.0,1995.0,ICE,,1,Statewide,8
28065,2022,T6,7,0.0,1995.0,ICE,,3,Statewide,8
28066,2022,T6,6,0.0,1993.0,ICE,,1,Statewide,8
28067,2022,T6,6,0.0,1986.0,ICE,,1,Statewide,8
28068,2022,T6,6,0.0,1986.0,ICE,,2,Statewide,8
28069,2022,T6,6,0.0,1986.0,ICE,,3,Statewide,8
28070,2022,T6,5,0.0,1985.0,ICE,,≥4,Statewide,8
28071,2022,T6,6,0.0,1985.0,ICE,,2,Statewide,8
28072,2022,T6,Unknown,0.0,1982.0,ICE,,≥4,Statewide,8
28073,2022,T6,6,0.0,1981.0,ICE,,3,Statewide,8
28074,2022,T6,5,0.0,1980.0,ICE,,1,Statewide,8
28075,2022,T6,5,0.0,1979.0,ICE,,1,Statewide,8
28076,2022,T5,3,0.0,1984.0,ICE,,2,Statewide,8
28077,2022,T5,3,0.0,1979.0,ICE,,≥4,Statewide,8
28078,2022,T4,Unknown,0.0,2007.0,ICE,,3,Statewide,8
28079,2022,T4,Unknown,0.0,2004.0,ICE,,≥4,Statewide,8
28080,2022,T4,Unknown,0.0,1998.0,ICE,,≥4,Statewide,8
28081,2022,T4,Unknown,0.0,1993.0,ICE,,≥4,Statewide,8
28082,2022,T4,Unknown,0.0,1979.0,ICE,,3,Statewide,8
28083,2022,T3,Unknown,0.0,2024.0,PHEV,0 to 50 miles,≥4,Statewide,8
28084,2022,T3,Unknown,0.0,1986.0,ICE,,1,Statewide,8
28085,2022,T2,Unknown,0.0,2021.0,PHEV,0 to 50 miles,2,Statewide,8
28086,2022,T1,Unknown,0.0,2018.0,ICE,,≥4,Statewide,8
28087,2022,T1,Unknown,0.0,2010.0,ICE,,2,Statewide,8
28088,2022,T1,Unknown,0.0,2003.0,ICE,,3,Statewide,8
28089,2022,T1,Unknown,0.0,2001.0,ICE,,2,Statewide,8
28090,2022,T1,Unknown,0.0,2000.0,ICE,,2,Statewide,8
28091,2022,BT,,0.0,2021.0,ICE,,1,Statewide,8
28092,2022,BT,,0.0,2018.0,ICE,,3,Statewide,8
28093,2022,BT,,0.0,2006.0,ICE,,1,Statewide,8
28094,2022,BT,,0.0,1979.0,ICE,,≥4,Statewide,8
28095,2022,BS,,0.0,2013.0,ICE,,3,Statewide,8
28096,2022,BS,,0.0,2012.0,ICE,,2,Statewide,8
28097,2022,BS,,0.0,2009.0,ICE,,3,Statewide,8
28098,2022,BS,,0.0,2008.0,ICE,,1,Statewide,8
28099,2022,BS,,0.0,2005.0,ICE,,1,Statewide,8
28100,2022,BS,,0.0,1985.0,ICE,,1,Statewide,8
28101,2022,B,,0.0,1997.0,ICE,,2,Statewide,8
28102,2022,B,,0.0,1996.0,ICE,,3,Statewide,8
28103,2022,B,,0.0,1994.0,ICE,,3,Statewide,8
28104,2022,B,,0.0,1986.0,ICE,,1,Statewide,8
28105,2022,B,,0.0,1980.0,ICE,,2,Statewide,8
28106,2022,T4,Unknown,2.0,1982.0,BEV,Unknown,≥4,Statewide,8
28107,2022,T3,Unknown,2.0,2007.0,BEV,Unknown,3,Statewide,8
28108,2022,T2,1,2.0,2018.0,BEV,101 to 150 miles,3,Statewide,8
28109,2022,T2,1,2.0,2016.0,BEV,Unknown,≥4,Statewide,8
28110,2022,T1,1,2.0,2005.0,BEV,Unknown,3,Statewide,8
28111,2022,P,,2.0,2023.0,BEV,Unknown,1,Statewide,8
28112,2022,P,,2.0,2009.0,BEV,Unknown,1,Statewide,8
28113,2022,P,,2.0,2005.0,BEV,Unknown,1,Statewide,8
28114,2022,P,,2.0,2002.0,BEV,Unknown,3,Statewide,8
28115,2022,MC,,2.0,2016.0,BEV,Unknown,2,Statewide,8
28116,2022,T7,8,1.0,1983.0,ICE,,3,Statewide,8
28117,2022,T7,8,1.0,1981.0,ICE,,2,Statewide,8
28118,2022,T7,8,1.0,1980.0,ICE,,3,Statewide,8
28119,2022,T6,Unknown,1.0,2020.0,ICE,,1,Statewide,8
28120,2022,T6,5,1.0,1996.0,ICE,,1,Statewide,8
28121,2022,T6,5,1.0,1995.0,ICE,,2,Statewide,8
28122,2022,T6,5,1.0,1994.0,ICE,,3,Statewide,8
28123,2022,T6,6,1.0,1991.0,ICE,,2,Statewide,8
28124,2022,T6,6,1.0,1989.0,ICE,,2,Statewide,8
28125,2022,T6,6,1.0,1988.0,ICE,,2,Statewide,8
28126,2022,T6,Unknown,1.0,1984.0,ICE,,2,Statewide,8
28127,2022,T5,3,1.0,1990.0,ICE,,1,Statewide,8
28128,2022,T4,Unknown,1.0,2019.0,ICE,,≥4,Statewide,8
28129,2022,T4,Unknown,1.0,1998.0,ICE,,≥4,Statewide,8
28130,2022,T4,Unknown,1.0,1994.0,ICE,,1,Statewide,8
28131,2022,T3,Unknown,1.0,,ICE,,≥4,Statewide,8
28132,2022,T3,Unknown,1.0,2020.0,ICE,,3,Statewide,8
28133,2022,T3,2,1.0,1995.0,ICE,,3,Statewide,8
28134,2022,T3,Unknown,1.0,1989.0,ICE,,≥4,Statewide,8
28135,2022,T3,Unknown,1.0,1987.0,ICE,,≥4,Statewide,8
28136,2022,T3,Unknown,1.0,1986.0,ICE,,≥4,Statewide,8
28137,2022,T3,Unknown,1.0,1984.0,ICE,,≥4,Statewide,8
28138,2022,T3,2,1.0,1982.0,ICE,,≥4,Statewide,8
28139,2022,T2,Unknown,1.0,,ICE,,≥4,Statewide,8
28140,2022,T2,1,1.0,2016.0,ICE,,3,Statewide,8
28141,2022,T2,Unknown,1.0,2014.0,ICE,,≥4,Statewide,8
28142,2022,T2,Unknown,1.0,1996.0,ICE,,1,Statewide,8
28143,2022,T2,Unknown,1.0,1992.0,ICE,,1,Statewide,8
28144,2022,T2,Unknown,1.0,1990.0,ICE,,3,Statewide,8
28145,2022,T2,Unknown,1.0,1987.0,ICE,,≥4,Statewide,8
28146,2022,T2,1,1.0,1983.0,ICE,,1,Statewide,8
28147,2022,T2,Unknown,1.0,1982.0,ICE,,≥4,Statewide,8
28148,2022,T2,Unknown,1.0,1978.0,ICE,,2,Statewide,8
28149,2022,P,,1.0,,ICE,,2,Statewide,8
28150,2022,P,,1.0,1993.0,ICE,,3,Statewide,8
28151,2022,MH,,1.0,1993.0,ICE,,2,Statewide,8
28152,2022,BT,,1.0,2015.0,ICE,,1,Statewide,8
28153,2022,BS,,1.0,1989.0,ICE,,1,Statewide,8
28154,2022,BS,,1.0,1987.0,ICE,,1,Statewide,8
28155,2022,B,,1.0,2017.0,ICE,,3,Statewide,8
28156,2022,B,,1.0,1997.0,ICE,,2,Statewide,8
28157,2022,B,,1.0,1997.0,ICE,,3,Statewide,8
28158,2022,B,,1.0,1991.0,ICE,,1,Statewide,8
28159,2021,T7,8,3.0,2023.0,ICE,,3,Statewide,8
28160,2021,T7,8,3.0,2022.0,ICE,,2,Statewide,8
28161,2021,T7,8,3.0,2018.0,ICE,,2,Statewide,8
28162,2021,T7,8,3.0,2011.0,ICE,,1,Statewide,8
28163,2021,T4,2,3.0,2007.0,ICE,,3,Statewide,8
28164,2021,T3,2,3.0,2002.0,ICE,,1,Statewide,8
28165,2021,T2,1,3.0,2000.0,ICE,,≥4,Statewide,8
28166,2021,BT,,3.0,2007.0,ICE,,1,Statewide,8
28167,2021,BT,,3.0,2006.0,ICE,,1,Statewide,8
28168,2021,BS,,3.0,2002.0,ICE,,1,Statewide,8
28169,2021,BS,,3.0,2002.0,ICE,,2,Statewide,8
28170,2021,T7,8,0.0,1993.0,ICE,,≥4,Statewide,8
28171,2021,T7,8,0.0,1982.0,ICE,,1,Statewide,8
28172,2021,T6,5,0.0,2014.0,ICE,,3,Statewide,8
28173,2021,T6,7,0.0,2011.0,ICE,,1,Statewide,8
28174,2021,T6,5,0.0,2007.0,ICE,,3,Statewide,8
28175,2021,T6,6,0.0,2004.0,ICE,,2,Statewide,8
28176,2021,T6,7,0.0,2001.0,ICE,,3,Statewide,8
28177,2021,T6,6,0.0,1999.0,ICE,,3,Statewide,8
28178,2021,T6,7,0.0,1995.0,ICE,,1,Statewide,8
28179,2021,T6,4,0.0,1992.0,ICE,,1,Statewide,8
28180,2021,T6,7,0.0,1992.0,ICE,,3,Statewide,8
28181,2021,T6,7,0.0,1991.0,ICE,,3,Statewide,8
28182,2021,T6,Unknown,0.0,1990.0,ICE,,≥4,Statewide,8
28183,2021,T6,7,0.0,1989.0,ICE,,1,Statewide,8
28184,2021,T6,6,0.0,1988.0,ICE,,2,Statewide,8
28185,2021,T6,7,0.0,1988.0,ICE,,1,Statewide,8
28186,2021,T6,6,0.0,1985.0,ICE,,2,Statewide,8
28187,2021,T6,Unknown,0.0,1984.0,ICE,,1,Statewide,8
28188,2021,T6,5,0.0,1984.0,ICE,,≥4,Statewide,8
28189,2021,T6,7,0.0,1980.0,ICE,,1,Statewide,8
28190,2021,T6,5,0.0,1979.0,ICE,,1,Statewide,8
28191,2021,T6,7,0.0,1979.0,ICE,,1,Statewide,8
28192,2021,T4,Unknown,0.0,2003.0,ICE,,≥4,Statewide,8
28193,2021,T4,Unknown,0.0,2001.0,ICE,,3,Statewide,8
28194,2021,T4,Unknown,0.0,2000.0,ICE,,≥4,Statewide,8
28195,2021,T4,Unknown,0.0,1988.0,ICE,,≥4,Statewide,8
28196,2021,T4,Unknown,0.0,1978.0,ICE,,2,Statewide,8
28197,2021,T4,Unknown,0.0,1978.0,ICE,,3,Statewide,8
28198,2021,T3,Unknown,0.0,1986.0,ICE,,3,Statewide,8
28199,2021,T1,Unknown,0.0,2015.0,ICE,,≥4,Statewide,8
28200,2021,T1,Unknown,0.0,2000.0,ICE,,1,Statewide,8
28201,2021,T1,Unknown,0.0,1998.0,ICE,,2,Statewide,8
28202,2021,T1,Unknown,0.0,1992.0,ICE,,1,Statewide,8
28203,2021,T1,Unknown,0.0,1990.0,ICE,,1,Statewide,8
28204,2021,T1,Unknown,0.0,1988.0,ICE,,3,Statewide,8
28205,2021,MH,,0.0,2023.0,ICE,,2,Statewide,8
28206,2021,BT,,0.0,2021.0,ICE,,2,Statewide,8
28207,2021,BT,,0.0,2016.0,ICE,,3,Statewide,8
28208,2021,BT,,0.0,2013.0,ICE,,2,Statewide,8
28209,2021,BT,,0.0,2012.0,ICE,,2,Statewide,8
28210,2021,BT,,0.0,1980.0,ICE,,≥4,Statewide,8
28211,2021,BS,,0.0,2013.0,ICE,,3,Statewide,8
28212,2021,BS,,0.0,2002.0,ICE,,≥4,Statewide,8
28213,2021,BS,,0.0,1993.0,ICE,,1,Statewide,8
28214,2021,BS,,0.0,1990.0,ICE,,2,Statewide,8
28215,2021,BS,,0.0,1987.0,ICE,,1,Statewide,8
28216,2021,B,,0.0,1994.0,ICE,,2,Statewide,8
28217,2021,B,,0.0,1993.0,ICE,,1,Statewide,8
28218,2021,T4,Unknown,2.0,1982.0,BEV,Unknown,≥4,Statewide,8
28219,2021,T2,Unknown,2.0,2017.0,BEV,Unknown,≥4,Statewide,8
28220,2021,T2,1,2.0,2017.0,BEV,101 to 150 miles,3,Statewide,8
28221,2021,T2,Unknown,2.0,2015.0,BEV,Unknown,1,Statewide,8
28222,2021,T1,Unknown,2.0,2013.0,BEV,Unknown,1,Statewide,8
28223,2021,T1,1,2.0,2004.0,BEV,Unknown,3,Statewide,8
28224,2021,P,,2.0,,BEV,Unknown,3,Statewide,8
28225,2021,P,,2.0,2009.0,BEV,Unknown,3,Statewide,8
28226,2021,P,,2.0,2005.0,BEV,Unknown,1,Statewide,8
28227,2021,P,,2.0,2000.0,BEV,Unknown,≥4,Statewide,8
28228,2021,BS,,2.0,2021.0,BEV,Unknown,≥4,Statewide,8
28229,2021,T7,8,1.0,1980.0,ICE,,3,Statewide,8
28230,2021,T6,Unknown,1.0,1998.0,ICE,,≥4,Statewide,8
28231,2021,T6,7,1.0,1988.0,ICE,,2,Statewide,8
28232,2021,T6,Unknown,1.0,1985.0,ICE,,1,Statewide,8
28233,2021,T6,Unknown,1.0,1985.0,ICE,,3,Statewide,8
28234,2021,T6,7,1.0,1983.0,ICE,,2,Statewide,8
28235,2021,T6,6,1.0,1980.0,ICE,,≥4,Statewide,8
28236,2021,T4,Unknown,1.0,2018.0,ICE,,≥4,Statewide,8
28237,2021,T4,Unknown,1.0,2004.0,ICE,,≥4,Statewide,8
28238,2021,T4,Unknown,1.0,1998.0,ICE,,≥4,Statewide,8
28239,2021,T4,Unknown,1.0,1994.0,ICE,,1,Statewide,8
28240,2021,T3,Unknown,1.0,2009.0,ICE,,≥4,Statewide,8
28241,2021,T3,Unknown,1.0,1984.0,ICE,,≥4,Statewide,8
28242,2021,T2,Unknown,1.0,,ICE,,≥4,Statewide,8
28243,2021,T2,Unknown,1.0,2023.0,ICE,,2,Statewide,8
28244,2021,T2,1,1.0,2012.0,ICE,,2,Statewide,8
28245,2021,T2,1,1.0,2012.0,ICE,,≥4,Statewide,8
28246,2021,T2,Unknown,1.0,1993.0,ICE,,3,Statewide,8
28247,2021,T2,Unknown,1.0,1992.0,ICE,,2,Statewide,8
28248,2021,T2,Unknown,1.0,1989.0,ICE,,≥4,Statewide,8
28249,2021,T2,1,1.0,1989.0,ICE,,2,Statewide,8
28250,2021,T2,Unknown,1.0,1987.0,ICE,,≥4,Statewide,8
28251,2021,T2,Unknown,1.0,1982.0,ICE,,≥4,Statewide,8
28252,2021,T2,1,1.0,1977.0,ICE,,≥4,Statewide,8
28253,2021,T1,Unknown,1.0,1977.0,ICE,,2,Statewide,8
28254,2021,P,,1.0,,ICE,,1,Statewide,8
28255,2021,P,,1.0,1999.0,ICE,,3,Statewide,8
28256,2021,P,,1.0,1998.0,ICE,,3,Statewide,8
28257,2021,P,,1.0,1993.0,ICE,,1,Statewide,8
28258,2021,P,,1.0,1978.0,ICE,,2,Statewide,8
28259,2021,BT,,1.0,2020.0,ICE,,3,Statewide,8
28260,2021,BT,,1.0,2019.0,ICE,,2,Statewide,8
28261,2021,BT,,1.0,2015.0,ICE,,1,Statewide,8
28262,2021,BT,,1.0,2006.0,ICE,,2,Statewide,8
28263,2021,BT,,1.0,1997.0,ICE,,3,Statewide,8
28264,2021,BT,,1.0,1984.0,ICE,,≥4,Statewide,8
28265,2021,BT,,1.0,1981.0,ICE,,≥4,Statewide,8
28266,2021,BS,,1.0,,ICE,,3,Statewide,8
28267,2021,BS,,1.0,2023.0,ICE,,3,Statewide,8
28268,2021,BS,,1.0,2020.0,ICE,,2,Statewide,8
28269,2021,BS,,1.0,2009.0,ICE,,3,Statewide,8
28270,2021,BS,,1.0,2001.0,ICE,,3,Statewide,8
28271,2021,B,,1.0,2014.0,ICE,,3,Statewide,8
28272,2021,B,,1.0,1992.0,ICE,,2,Statewide,8
28273,2021,B,,1.0,1983.0,ICE,,1,Statewide,8
28274,2020,T6,6,3.0,2011.0,ICE,,≥4,Statewide,8
28275,2020,T4,2,3.0,2004.0,ICE,,1,Statewide,8
28276,2020,T3,2,3.0,2004.0,ICE,,3,Statewide,8
28277,2020,T3,2,3.0,2002.0,ICE,,1,Statewide,8
28278,2020,T3,2,3.0,1999.0,ICE,,1,Statewide,8
28279,2020,BT,,3.0,2006.0,ICE,,1,Statewide,8
28280,2020,BS,,3.0,2002.0,ICE,,1,Statewide,8
28281,2020,BS,,3.0,2002.0,ICE,,2,Statewide,8
28282,2020,B,,3.0,2007.0,ICE,,1,Statewide,8
28283,2020,T6,6,0.0,2016.0,ICE,,1,Statewide,8
28284,2020,T6,5,0.0,2015.0,ICE,,3,Statewide,8
28285,2020,T6,4,0.0,2014.0,ICE,,2,Statewide,8
28286,2020,T6,5,0.0,2014.0,ICE,,3,Statewide,8
28287,2020,T6,7,0.0,2005.0,ICE,,1,Statewide,8
28288,2020,T6,7,0.0,2002.0,ICE,,1,Statewide,8
28289,2020,T6,7,0.0,2002.0,ICE,,2,Statewide,8
28290,2020,T6,7,0.0,2000.0,ICE,,2,Statewide,8
28291,2020,T6,6,0.0,1999.0,ICE,,3,Statewide,8
28292,2020,T6,7,0.0,1997.0,ICE,,1,Statewide,8
28293,2020,T6,7,0.0,1994.0,ICE,,3,Statewide,8
28294,2020,T6,4,0.0,1992.0,ICE,,1,Statewide,8
28295,2020,T6,6,0.0,1992.0,ICE,,2,Statewide,8
28296,2020,T6,5,0.0,1990.0,ICE,,1,Statewide,8
28297,2020,T6,7,0.0,1989.0,ICE,,1,Statewide,8
28298,2020,T6,6,0.0,1986.0,ICE,,1,Statewide,8
28299,2020,T6,5,0.0,1980.0,ICE,,1,Statewide,8
28300,2020,T6,7,0.0,1979.0,ICE,,1,Statewide,8
28301,2020,T6,4,0.0,1978.0,ICE,,≥4,Statewide,8
28302,2020,T6,5,0.0,1977.0,ICE,,2,Statewide,8
28303,2020,T5,3,0.0,1987.0,ICE,,2,Statewide,8
28304,2020,T5,3,0.0,1978.0,ICE,,≥4,Statewide,8
28305,2020,T4,Unknown,0.0,1999.0,ICE,,3,Statewide,8
28306,2020,T4,Unknown,0.0,1994.0,ICE,,1,Statewide,8
28307,2020,T4,Unknown,0.0,1982.0,ICE,,3,Statewide,8
28308,2020,T4,Unknown,0.0,1981.0,ICE,,2,Statewide,8
28309,2020,T1,1,0.0,2022.0,PHEV,0 to 50 miles,1,Statewide,8
28310,2020,T1,Unknown,0.0,1992.0,ICE,,2,Statewide,8
28311,2020,T1,Unknown,0.0,1986.0,ICE,,2,Statewide,8
28312,2020,MH,,0.0,1985.0,ICE,,2,Statewide,8
28313,2020,BT,,0.0,2021.0,ICE,,2,Statewide,8
28314,2020,BT,,0.0,2006.0,ICE,,1,Statewide,8
28315,2020,BS,,0.0,2021.0,ICE,,2,Statewide,8
28316,2020,BS,,0.0,2020.0,ICE,,2,Statewide,8
28317,2020,BS,,0.0,2011.0,ICE,,2,Statewide,8
28318,2020,BS,,0.0,2009.0,ICE,,2,Statewide,8
28319,2020,BS,,0.0,1989.0,ICE,,2,Statewide,8
28320,2020,BS,,0.0,1986.0,ICE,,1,Statewide,8
28321,2020,BS,,0.0,1980.0,ICE,,3,Statewide,8
28322,2020,BS,,0.0,1979.0,ICE,,2,Statewide,8
28323,2020,B,,0.0,1992.0,ICE,,1,Statewide,8
28324,2020,B,,0.0,1991.0,ICE,,1,Statewide,8
28325,2020,B,,0.0,1980.0,ICE,,≥4,Statewide,8
28326,2020,B,,0.0,1977.0,ICE,,3,Statewide,8
